"Number";"Date";"Relative Pressure (hPa)";"Indoor Temp (°C)";"Indoor Hum (%)";"Outdoor Temp (°C)";"Outdoor Hum (%)";"Dewpoint (°C)";"Wind Chill (°C)";"Winds. (m/s)";"Wind Direction";"Gust (m/s)";"Relative Rain (mm)";"Total Rain (mm)"
"9737";"27.01.2017 09:10";"1014.9";"16.5";"36";"-7.0";"78";"-10.2";"---";"---";"---";"---";"0.0";"0.0"
"9738";"27.01.2017 09:20";"1014.9";"16.6";"36";"-6.8";"78";"-10.0";"---";"---";"---";"---";"0.0";"0.0"
"9739";"27.01.2017 09:30";"1014.9";"16.7";"36";"-6.5";"78";"-9.7";"---";"---";"---";"---";"0.0";"0.0"
"9740";"27.01.2017 09:40";"1015.0";"16.8";"35";"-6.4";"78";"-9.6";"---";"---";"---";"---";"0.0";"0.0"
"9741";"27.01.2017 09:50";"1015.2";"16.8";"35";"-6.3";"78";"-9.5";"---";"---";"---";"---";"0.0";"0.0"
"9742";"27.01.2017 10:00";"1015.2";"16.9";"35";"-6.2";"78";"-9.4";"---";"---";"---";"---";"0.0";"0.0"
"9743";"27.01.2017 10:10";"1015.1";"17.0";"35";"-6.1";"78";"-9.3";"---";"---";"---";"---";"0.0";"0.0"
"9744";"27.01.2017 10:20";"1015.0";"17.0";"35";"-6.1";"78";"-9.3";"---";"---";"---";"---";"0.0";"0.0"
"9745";"27.01.2017 10:30";"1015.0";"17.1";"35";"-6.0";"78";"-9.2";"---";"---";"---";"---";"0.0";"0.0"
"9746";"27.01.2017 10:40";"1014.9";"17.2";"35";"-6.0";"78";"-9.2";"---";"---";"---";"---";"0.0";"0.0"
"9747";"27.01.2017 10:50";"1014.8";"17.2";"35";"-5.9";"78";"-9.1";"---";"---";"---";"---";"0.0";"0.0"
"9748";"27.01.2017 11:00";"1014.7";"17.3";"35";"-6.0";"78";"-9.2";"---";"---";"---";"---";"0.0";"0.0"
"9749";"27.01.2017 11:10";"1014.6";"17.3";"35";"-5.9";"78";"-9.1";"---";"---";"---";"---";"0.0";"0.0"
"9750";"27.01.2017 11:20";"1014.6";"17.4";"35";"-5.8";"78";"-9.0";"---";"---";"---";"---";"0.0";"0.0"
"9751";"27.01.2017 11:30";"1014.5";"17.4";"35";"-5.8";"78";"-9.0";"---";"---";"---";"---";"0.0";"0.0"
"9752";"27.01.2017 11:40";"1014.3";"17.0";"36";"-5.8";"78";"-9.0";"---";"---";"---";"---";"0.0";"0.0"
"9753";"27.01.2017 11:50";"1014.1";"16.6";"36";"-5.8";"78";"-9.0";"---";"---";"---";"---";"0.0";"0.0"
"9754";"27.01.2017 12:00";"1013.9";"16.4";"37";"-5.7";"78";"-8.9";"---";"---";"---";"---";"0.0";"0.0"
"9755";"27.01.2017 12:10";"1014.0";"16.9";"36";"-5.6";"78";"-8.8";"---";"---";"---";"---";"0.0";"0.0"
"9756";"27.01.2017 12:20";"1014.0";"17.2";"35";"-5.6";"78";"-8.8";"---";"---";"---";"---";"0.0";"0.0"
"9757";"27.01.2017 12:30";"1013.8";"17.2";"36";"-5.5";"78";"-8.7";"---";"---";"---";"---";"0.0";"0.0"
"9758";"27.01.2017 12:40";"1013.7";"17.3";"36";"-5.5";"78";"-8.7";"---";"---";"---";"---";"0.0";"0.0"
"9759";"27.01.2017 12:50";"1013.6";"17.1";"36";"-5.5";"78";"-8.7";"---";"---";"---";"---";"0.0";"0.0"
"9760";"27.01.2017 13:00";"1013.4";"16.7";"36";"-5.4";"78";"-8.6";"---";"---";"---";"---";"0.0";"0.0"
"9761";"27.01.2017 13:10";"1013.3";"16.4";"37";"-5.4";"78";"-8.6";"---";"---";"---";"---";"0.0";"0.0"
"9762";"27.01.2017 13:20";"1013.3";"16.3";"37";"-5.4";"78";"-8.6";"---";"---";"---";"---";"0.0";"0.0"
"9763";"27.01.2017 13:30";"1013.2";"16.9";"36";"-5.4";"78";"-8.6";"---";"---";"---";"---";"0.0";"0.0"
"9764";"27.01.2017 13:40";"1013.1";"17.2";"36";"-5.3";"78";"-8.5";"---";"---";"---";"---";"0.0";"0.0"
"9765";"27.01.2017 13:50";"1013.1";"17.2";"36";"-5.3";"78";"-8.5";"---";"---";"---";"---";"0.0";"0.0"
"9766";"27.01.2017 14:00";"1012.9";"16.9";"36";"-5.3";"78";"-8.5";"---";"---";"---";"---";"0.0";"0.0"
"9767";"27.01.2017 14:10";"1012.9";"16.6";"37";"-5.2";"78";"-8.4";"---";"---";"---";"---";"0.0";"0.0"
"9768";"27.01.2017 14:20";"1012.8";"16.2";"37";"-5.3";"78";"-8.5";"---";"---";"---";"---";"0.0";"0.0"
"9769";"27.01.2017 14:30";"1012.7";"16.1";"37";"-5.2";"78";"-8.4";"---";"---";"---";"---";"0.0";"0.0"
"9770";"27.01.2017 14:40";"1012.8";"16.8";"38";"-5.3";"78";"-8.5";"---";"---";"---";"---";"0.0";"0.0"
"9771";"27.01.2017 14:50";"1012.7";"17.3";"37";"-5.2";"78";"-8.4";"---";"---";"---";"---";"0.0";"0.0"
"9772";"27.01.2017 15:00";"1012.7";"17.2";"36";"-5.2";"78";"-8.4";"---";"---";"---";"---";"0.0";"0.0"
"9773";"27.01.2017 15:10";"1012.5";"16.9";"37";"-5.2";"78";"-8.4";"---";"---";"---";"---";"0.0";"0.0"
"9774";"27.01.2017 15:20";"1012.5";"16.6";"37";"-5.3";"78";"-8.5";"---";"---";"---";"---";"0.0";"0.0"
"9775";"27.01.2017 15:30";"1012.4";"16.3";"38";"-5.4";"78";"-8.6";"---";"---";"---";"---";"0.0";"0.0"
"9776";"27.01.2017 15:40";"1012.3";"16.0";"39";"-5.4";"78";"-8.6";"---";"---";"---";"---";"0.0";"0.0"
"9777";"27.01.2017 15:50";"1012.3";"16.5";"39";"-5.4";"78";"-8.6";"---";"---";"---";"---";"0.0";"0.0"
"9778";"27.01.2017 16:00";"1012.3";"17.2";"39";"-5.3";"78";"-8.5";"---";"---";"---";"---";"0.0";"0.0"
"9779";"27.01.2017 16:10";"1012.3";"17.4";"38";"-5.4";"78";"-8.6";"---";"---";"---";"---";"0.0";"0.0"
"9780";"27.01.2017 16:20";"1012.3";"17.2";"38";"-5.4";"78";"-8.6";"---";"---";"---";"---";"0.0";"0.0"
"9781";"27.01.2017 16:30";"1012.4";"16.9";"38";"-5.4";"78";"-8.6";"---";"---";"---";"---";"0.0";"0.0"
"9782";"27.01.2017 16:40";"1012.4";"16.6";"39";"-5.4";"78";"-8.6";"---";"---";"---";"---";"0.0";"0.0"
"9783";"27.01.2017 16:50";"1012.3";"16.2";"39";"-5.5";"78";"-8.7";"---";"---";"---";"---";"0.0";"0.0"
"9784";"27.01.2017 16:59";"1012.3";"16.1";"39";"-5.5";"78";"-8.7";"---";"---";"---";"---";"0.0";"0.0"
"9785";"27.01.2017 17:00";"1012.3";"16.1";"40";"-5.5";"78";"-8.7";"---";"---";"---";"---";"0.0";"0.0"
"9786";"27.01.2017 17:10";"1012.3";"16.8";"39";"-5.5";"78";"-8.7";"---";"---";"---";"---";"0.0";"0.0"
"9787";"27.01.2017 17:20";"1012.3";"17.4";"38";"-5.5";"78";"-8.7";"---";"---";"---";"---";"0.0";"0.0"
"9788";"27.01.2017 17:30";"1012.3";"17.6";"38";"-5.5";"78";"-8.7";"---";"---";"---";"---";"0.0";"0.0"
"9789";"27.01.2017 17:40";"1012.3";"17.4";"38";"-5.6";"78";"-8.8";"---";"---";"---";"---";"0.0";"0.0"
"9790";"27.01.2017 17:50";"1012.3";"17.1";"38";"-5.6";"78";"-8.8";"---";"---";"---";"---";"0.0";"0.0"
"9791";"27.01.2017 17:59";"1012.2";"16.7";"39";"-5.6";"78";"-8.8";"---";"---";"---";"---";"0.0";"0.0"
"9792";"27.01.2017 18:00";"1012.2";"16.7";"39";"-5.6";"78";"-8.8";"---";"---";"---";"---";"0.0";"0.0"
"9793";"27.01.2017 18:10";"1012.2";"16.4";"39";"-5.6";"78";"-8.8";"---";"---";"---";"---";"0.0";"0.0"
"9794";"27.01.2017 18:20";"1012.1";"16.3";"40";"-5.6";"78";"-8.8";"---";"---";"---";"---";"0.0";"0.0"
"9795";"27.01.2017 18:30";"1012.3";"17.1";"38";"-5.7";"78";"-8.9";"---";"---";"---";"---";"0.0";"0.0"
"9796";"27.01.2017 18:40";"1012.4";"17.4";"38";"-5.7";"78";"-8.9";"---";"---";"---";"---";"0.0";"0.0"
"9797";"27.01.2017 18:50";"1012.4";"17.4";"37";"-5.8";"78";"-9.0";"---";"---";"---";"---";"0.0";"0.0"
"9798";"27.01.2017 19:00";"1012.4";"17.0";"38";"-5.8";"78";"-9.0";"---";"---";"---";"---";"0.0";"0.0"
"9799";"27.01.2017 19:10";"1012.4";"16.7";"38";"-5.9";"78";"-9.1";"---";"---";"---";"---";"0.0";"0.0"
"9800";"27.01.2017 19:20";"1012.4";"16.2";"39";"-5.9";"78";"-9.1";"---";"---";"---";"---";"0.0";"0.0"
"9801";"27.01.2017 19:30";"1012.3";"15.9";"39";"-5.9";"78";"-9.1";"---";"---";"---";"---";"0.0";"0.0"
"9802";"27.01.2017 19:40";"1012.2";"15.6";"40";"-6.0";"78";"-9.2";"---";"---";"---";"---";"0.0";"0.0"
"9803";"27.01.2017 19:50";"1012.2";"16.0";"40";"-6.0";"78";"-9.2";"---";"---";"---";"---";"0.0";"0.0"
"9804";"27.01.2017 20:00";"1012.3";"16.9";"38";"-6.0";"78";"-9.2";"---";"---";"---";"---";"0.0";"0.0"
"9805";"27.01.2017 20:10";"1012.3";"17.2";"37";"-6.0";"78";"-9.2";"---";"---";"---";"---";"0.0";"0.0"
"9806";"27.01.2017 20:20";"1012.1";"17.3";"37";"-6.0";"78";"-9.2";"---";"---";"---";"---";"0.0";"0.0"
"9807";"27.01.2017 20:30";"1012.1";"17.3";"37";"-6.0";"78";"-9.2";"---";"---";"---";"---";"0.0";"0.0"
"9808";"27.01.2017 20:40";"1012.1";"17.0";"37";"-5.9";"78";"-9.1";"---";"---";"---";"---";"0.0";"0.0"
"9809";"27.01.2017 20:50";"1012.0";"16.7";"38";"-5.9";"78";"-9.1";"---";"---";"---";"---";"0.0";"0.0"
"9810";"27.01.2017 21:00";"1012.0";"16.9";"38";"-6.0";"78";"-9.2";"---";"---";"---";"---";"0.0";"0.0"
"9811";"27.01.2017 21:10";"1012.0";"17.4";"39";"-5.9";"78";"-9.1";"---";"---";"---";"---";"0.0";"0.0"
"9812";"27.01.2017 21:20";"1012.1";"17.6";"40";"-6.0";"78";"-9.2";"---";"---";"---";"---";"0.0";"0.0"
"9813";"27.01.2017 21:30";"1012.1";"17.6";"39";"-6.0";"78";"-9.2";"---";"---";"---";"---";"0.0";"0.0"
"9814";"27.01.2017 21:40";"1012.0";"17.4";"40";"-5.9";"78";"-9.1";"---";"---";"---";"---";"0.0";"0.0"
"9815";"27.01.2017 21:50";"1012.0";"17.0";"40";"-5.9";"78";"-9.1";"---";"---";"---";"---";"0.0";"0.0"
"9816";"27.01.2017 22:00";"1011.9";"16.5";"40";"-5.9";"78";"-9.1";"---";"---";"---";"---";"0.0";"0.0"
"9817";"27.01.2017 22:10";"1011.8";"16.2";"41";"-6.0";"78";"-9.2";"---";"---";"---";"---";"0.0";"0.0"
"9818";"27.01.2017 22:20";"1011.8";"15.8";"41";"-6.0";"78";"-9.2";"---";"---";"---";"---";"0.0";"0.0"
"9819";"27.01.2017 22:30";"1011.7";"15.6";"42";"-6.0";"78";"-9.2";"---";"---";"---";"---";"0.0";"0.0"
"9820";"27.01.2017 22:40";"1011.7";"15.4";"42";"-6.0";"78";"-9.2";"---";"---";"---";"---";"0.0";"0.0"
"9821";"27.01.2017 22:50";"1011.7";"15.3";"42";"-6.1";"78";"-9.3";"---";"---";"---";"---";"0.0";"0.0"
"9822";"27.01.2017 23:00";"1011.7";"15.2";"42";"-6.1";"78";"-9.3";"---";"---";"---";"---";"0.0";"0.0"
"9823";"27.01.2017 23:10";"1011.7";"15.1";"42";"-6.1";"78";"-9.3";"---";"---";"---";"---";"0.0";"0.0"
"9824";"27.01.2017 23:20";"1011.6";"15.0";"43";"-6.2";"78";"-9.4";"---";"---";"---";"---";"0.0";"0.0"
"9825";"27.01.2017 23:30";"1011.5";"14.9";"43";"-6.3";"78";"-9.5";"---";"---";"---";"---";"0.0";"0.0"
"9826";"27.01.2017 23:40";"1011.4";"14.8";"43";"-6.4";"78";"-9.6";"---";"---";"---";"---";"0.0";"0.0"
"9827";"27.01.2017 23:50";"1011.3";"14.8";"43";"-6.4";"78";"-9.6";"---";"---";"---";"---";"0.0";"0.0"
"9828";"28.01.2017 00:00";"1011.2";"14.7";"43";"-6.4";"78";"-9.6";"---";"---";"---";"---";"0.0";"0.0"
"9829";"28.01.2017 00:10";"1011.1";"14.6";"43";"-6.4";"78";"-9.6";"---";"---";"---";"---";"0.0";"0.0"
"9830";"28.01.2017 00:20";"1011.0";"14.6";"43";"-6.4";"78";"-9.6";"---";"---";"---";"---";"0.0";"0.0"
"9831";"28.01.2017 00:30";"1011.0";"14.5";"43";"-6.5";"78";"-9.7";"---";"---";"---";"---";"0.0";"0.0"
"9832";"28.01.2017 00:40";"1010.9";"14.4";"43";"-6.5";"78";"-9.7";"---";"---";"---";"---";"0.0";"0.0"
"9833";"28.01.2017 00:50";"1010.7";"14.4";"43";"-6.5";"78";"-9.7";"---";"---";"---";"---";"0.0";"0.0"
"9834";"28.01.2017 01:00";"1010.7";"14.3";"43";"-6.5";"78";"-9.7";"---";"---";"---";"---";"0.0";"0.0"
"9835";"28.01.2017 01:10";"1010.7";"14.3";"43";"-6.5";"78";"-9.7";"---";"---";"---";"---";"0.0";"0.0"
"9836";"28.01.2017 01:20";"1010.6";"14.2";"43";"-6.5";"78";"-9.7";"---";"---";"---";"---";"0.0";"0.0"
"9837";"28.01.2017 01:30";"1010.5";"14.1";"44";"-6.6";"78";"-9.8";"---";"---";"---";"---";"0.0";"0.0"
"9838";"28.01.2017 01:40";"1010.5";"14.1";"44";"-6.6";"78";"-9.8";"---";"---";"---";"---";"0.0";"0.0"
"9839";"28.01.2017 01:50";"1010.4";"14.0";"44";"-6.7";"78";"-9.9";"---";"---";"---";"---";"0.0";"0.0"
"9840";"28.01.2017 02:00";"1010.4";"14.0";"44";"-6.6";"78";"-9.8";"---";"---";"---";"---";"0.0";"0.0"
"9841";"28.01.2017 02:10";"1010.3";"14.0";"44";"-6.6";"78";"-9.8";"---";"---";"---";"---";"0.0";"0.0"
"9842";"28.01.2017 02:20";"1010.3";"14.0";"44";"-6.6";"78";"-9.8";"---";"---";"---";"---";"0.0";"0.0"
"9843";"28.01.2017 02:30";"1010.3";"13.9";"44";"-6.6";"78";"-9.8";"---";"---";"---";"---";"0.0";"0.0"
"9844";"28.01.2017 02:40";"1010.3";"13.8";"44";"-6.7";"78";"-9.9";"---";"---";"---";"---";"0.0";"0.0"
"9845";"28.01.2017 02:50";"1010.2";"13.8";"44";"-6.7";"78";"-9.9";"---";"---";"---";"---";"0.0";"0.0"
"9846";"28.01.2017 03:00";"1010.2";"13.7";"44";"-6.8";"78";"-10.0";"---";"---";"---";"---";"0.0";"0.0"
"9847";"28.01.2017 03:10";"1010.2";"13.7";"44";"-6.8";"78";"-10.0";"---";"---";"---";"---";"0.0";"0.0"
"9848";"28.01.2017 03:20";"1010.2";"13.6";"44";"-6.8";"78";"-10.0";"---";"---";"---";"---";"0.0";"0.0"
"9849";"28.01.2017 03:30";"1010.1";"13.6";"44";"-6.8";"79";"-9.8";"---";"---";"---";"---";"0.0";"0.0"
"9850";"28.01.2017 03:40";"1009.9";"13.6";"44";"-6.9";"79";"-9.9";"---";"---";"---";"---";"0.0";"0.0"
"9851";"28.01.2017 03:50";"1009.9";"13.6";"44";"-6.9";"79";"-9.9";"---";"---";"---";"---";"0.0";"0.0"
"9852";"28.01.2017 04:00";"1009.8";"13.5";"44";"-6.9";"79";"-9.9";"---";"---";"---";"---";"0.0";"0.0"
"9853";"28.01.2017 04:10";"1009.8";"13.4";"44";"-6.9";"79";"-9.9";"---";"---";"---";"---";"0.0";"0.0"
"9854";"28.01.2017 04:20";"1009.8";"13.4";"44";"-7.0";"79";"-10.0";"---";"---";"---";"---";"0.0";"0.0"
"9855";"28.01.2017 04:30";"1009.8";"13.4";"44";"-6.9";"79";"-9.9";"---";"---";"---";"---";"0.0";"0.0"
"9856";"28.01.2017 04:40";"1009.7";"13.3";"44";"-7.0";"79";"-10.0";"---";"---";"---";"---";"0.0";"0.0"
"9857";"28.01.2017 04:50";"1009.7";"13.2";"44";"-7.0";"79";"-10.0";"---";"---";"---";"---";"0.0";"0.0"
"9858";"28.01.2017 05:00";"1009.8";"13.2";"44";"-7.0";"79";"-10.0";"---";"---";"---";"---";"0.0";"0.0"
"9859";"28.01.2017 05:10";"1009.9";"13.2";"44";"-7.1";"79";"-10.1";"---";"---";"---";"---";"0.0";"0.0"
"9860";"28.01.2017 05:20";"1009.8";"13.2";"44";"-7.2";"79";"-10.2";"---";"---";"---";"---";"0.0";"0.0"
"9861";"28.01.2017 05:30";"1009.7";"13.2";"44";"-7.1";"79";"-10.1";"---";"---";"---";"---";"0.0";"0.0"
"9862";"28.01.2017 05:40";"1009.7";"13.1";"44";"-7.2";"79";"-10.2";"---";"---";"---";"---";"0.0";"0.0"
"9863";"28.01.2017 05:50";"1009.6";"13.1";"44";"-7.2";"79";"-10.2";"---";"---";"---";"---";"0.0";"0.0"
"9864";"28.01.2017 06:00";"1009.7";"13.0";"44";"-7.3";"79";"-10.3";"---";"---";"---";"---";"0.0";"0.0"
"9865";"28.01.2017 06:10";"1009.8";"13.0";"44";"-7.3";"79";"-10.3";"---";"---";"---";"---";"0.0";"0.0"
"9866";"28.01.2017 06:20";"1009.9";"13.0";"44";"-7.3";"79";"-10.3";"---";"---";"---";"---";"0.0";"0.0"
"9867";"28.01.2017 06:30";"1010.0";"12.9";"44";"-7.4";"79";"-10.4";"---";"---";"---";"---";"0.0";"0.0"
"9868";"28.01.2017 06:40";"1010.1";"12.9";"44";"-7.5";"79";"-10.5";"---";"---";"---";"---";"0.0";"0.0"
"9869";"28.01.2017 06:50";"1010.0";"12.8";"44";"-7.6";"79";"-10.6";"---";"---";"---";"---";"0.0";"0.0"
"9870";"28.01.2017 07:00";"1010.0";"12.8";"44";"-7.6";"79";"-10.6";"---";"---";"---";"---";"0.0";"0.0"
"9871";"28.01.2017 07:10";"1010.1";"13.9";"42";"-7.7";"79";"-10.7";"---";"---";"---";"---";"0.0";"0.0"
"9872";"28.01.2017 07:20";"1010.3";"14.9";"41";"-7.8";"79";"-10.8";"---";"---";"---";"---";"0.0";"0.0"
"9873";"28.01.2017 07:30";"1010.3";"15.2";"40";"-7.9";"79";"-10.9";"---";"---";"---";"---";"0.0";"0.0"
"9874";"28.01.2017 07:40";"1010.3";"15.3";"40";"-8.0";"79";"-11.0";"---";"---";"---";"---";"0.0";"0.0"
"9875";"28.01.2017 07:50";"1010.5";"15.5";"39";"-8.0";"79";"-11.0";"---";"---";"---";"---";"0.0";"0.0"
"9876";"28.01.2017 08:00";"1010.6";"15.4";"39";"-8.0";"80";"-10.9";"---";"---";"---";"---";"0.0";"0.0"
"9877";"28.01.2017 08:10";"1010.6";"15.0";"40";"-8.0";"80";"-10.9";"---";"---";"---";"---";"0.0";"0.0"
"9878";"28.01.2017 08:20";"1010.6";"14.8";"40";"-8.0";"80";"-10.9";"---";"---";"---";"---";"0.0";"0.0"
"9879";"28.01.2017 08:30";"1010.5";"15.5";"39";"-8.1";"80";"-11.0";"---";"---";"---";"---";"0.0";"0.0"
"9880";"28.01.2017 08:40";"1010.7";"15.8";"38";"-8.1";"79";"-11.1";"---";"---";"---";"---";"0.0";"0.0"
"9881";"28.01.2017 08:50";"1010.9";"15.9";"38";"-8.2";"80";"-11.0";"---";"---";"---";"---";"0.0";"0.0"
"9882";"28.01.2017 09:00";"1011.0";"15.9";"38";"-8.2";"80";"-11.0";"---";"---";"---";"---";"0.0";"0.0"
"9883";"28.01.2017 09:10";"1010.9";"16.2";"39";"-8.3";"80";"-11.1";"---";"---";"---";"---";"0.0";"0.0"
"9884";"28.01.2017 09:20";"1010.9";"16.3";"39";"-8.2";"80";"-11.0";"---";"---";"---";"---";"0.0";"0.0"
"9885";"28.01.2017 09:30";"1011.0";"16.6";"39";"-8.3";"80";"-11.1";"---";"---";"---";"---";"0.0";"0.0"
"9886";"28.01.2017 09:40";"1011.0";"16.6";"39";"-8.4";"80";"-11.2";"---";"---";"---";"---";"0.0";"0.0"
"9887";"28.01.2017 09:50";"1011.1";"16.6";"39";"-8.3";"80";"-11.1";"---";"---";"---";"---";"0.0";"0.0"
"9888";"28.01.2017 10:00";"1010.9";"16.6";"39";"-8.2";"79";"-11.2";"---";"---";"---";"---";"0.0";"0.0"
"9889";"28.01.2017 10:10";"1011.0";"16.9";"38";"-8.2";"79";"-11.2";"---";"---";"---";"---";"0.0";"0.0"
"9890";"28.01.2017 10:20";"1011.1";"17.0";"38";"-8.1";"79";"-11.1";"---";"---";"---";"---";"0.0";"0.0"
"9891";"28.01.2017 10:30";"1011.0";"17.0";"38";"-8.0";"79";"-11.0";"---";"---";"---";"---";"0.0";"0.0"
"9892";"28.01.2017 10:40";"1011.0";"17.1";"38";"-8.0";"79";"-11.0";"---";"---";"---";"---";"0.0";"0.0"
"9893";"28.01.2017 10:50";"1011.1";"17.2";"38";"-8.0";"79";"-11.0";"---";"---";"---";"---";"0.0";"0.0"
"9894";"28.01.2017 11:00";"1010.9";"16.8";"38";"-7.9";"79";"-10.9";"---";"---";"---";"---";"0.0";"0.0"
"9895";"28.01.2017 11:10";"1010.8";"16.4";"39";"-7.9";"79";"-10.9";"---";"---";"---";"---";"0.0";"0.0"
"9896";"28.01.2017 11:20";"1010.6";"16.0";"39";"-7.9";"79";"-10.9";"---";"---";"---";"---";"0.0";"0.0"
"9897";"28.01.2017 11:30";"1010.5";"16.1";"39";"-7.8";"79";"-10.8";"---";"---";"---";"---";"0.0";"0.0"
"9898";"28.01.2017 11:40";"1010.5";"16.8";"39";"-8.0";"79";"-11.0";"---";"---";"---";"---";"0.0";"0.0"
"9899";"28.01.2017 11:50";"1010.3";"17.0";"38";"-7.9";"79";"-10.9";"---";"---";"---";"---";"0.0";"0.0"
"9900";"28.01.2017 12:00";"1010.3";"16.9";"37";"-7.7";"78";"-10.9";"---";"---";"---";"---";"0.0";"0.0"
"9901";"28.01.2017 12:10";"1010.2";"16.5";"38";"-7.6";"78";"-10.8";"---";"---";"---";"---";"0.0";"0.0"
"9902";"28.01.2017 12:20";"1010.2";"16.1";"39";"-7.6";"78";"-10.8";"---";"---";"---";"---";"0.0";"0.0"
"9903";"28.01.2017 12:30";"1010.2";"15.9";"41";"-7.7";"78";"-10.9";"---";"---";"---";"---";"0.0";"0.0"
"9904";"28.01.2017 12:40";"1010.0";"16.5";"42";"-7.7";"78";"-10.9";"---";"---";"---";"---";"0.0";"0.0"
"9905";"28.01.2017 12:50";"1010.0";"17.1";"41";"-8.0";"78";"-11.2";"---";"---";"---";"---";"0.0";"0.0"
"9906";"28.01.2017 13:00";"1009.9";"17.2";"40";"-8.0";"78";"-11.2";"---";"---";"---";"---";"0.0";"0.0"
"9907";"28.01.2017 13:10";"1009.8";"16.8";"40";"-7.9";"78";"-11.1";"---";"---";"---";"---";"0.0";"0.0"
"9908";"28.01.2017 13:20";"1009.8";"16.4";"40";"-7.9";"78";"-11.1";"---";"---";"---";"---";"0.0";"0.0"
"9909";"28.01.2017 13:30";"1009.7";"16.0";"40";"-7.9";"78";"-11.1";"---";"---";"---";"---";"0.0";"0.0"
"9910";"28.01.2017 13:40";"1009.6";"15.8";"41";"-7.8";"78";"-11.0";"---";"---";"---";"---";"0.0";"0.0"
"9911";"28.01.2017 13:50";"1009.8";"16.4";"41";"-7.8";"78";"-11.0";"---";"---";"---";"---";"0.0";"0.0"
"9912";"28.01.2017 14:00";"1009.7";"17.0";"40";"-7.7";"78";"-10.9";"---";"---";"---";"---";"0.0";"0.0"
"9913";"28.01.2017 14:10";"1009.8";"17.2";"39";"-7.6";"78";"-10.8";"---";"---";"---";"---";"0.0";"0.0"
"9914";"28.01.2017 14:20";"1009.7";"16.8";"39";"-7.6";"78";"-10.8";"---";"---";"---";"---";"0.0";"0.0"
"9915";"28.01.2017 14:30";"1009.6";"16.4";"40";"-7.8";"78";"-11.0";"---";"---";"---";"---";"0.0";"0.0"
"9916";"28.01.2017 14:40";"1009.5";"16.0";"40";"-7.9";"78";"-11.1";"---";"---";"---";"---";"0.0";"0.0"
"9917";"28.01.2017 14:50";"1009.4";"15.7";"41";"-7.8";"78";"-11.0";"---";"---";"---";"---";"0.0";"0.0"
"9918";"28.01.2017 15:00";"1009.4";"15.6";"41";"-7.8";"78";"-11.0";"---";"---";"---";"---";"0.0";"0.0"
"9919";"28.01.2017 15:10";"1009.4";"16.4";"40";"-7.9";"78";"-11.1";"---";"---";"---";"---";"0.0";"0.0"
"9920";"28.01.2017 15:20";"1009.5";"16.9";"39";"-8.0";"78";"-11.2";"---";"---";"---";"---";"0.0";"0.0"
"9921";"28.01.2017 15:30";"1009.5";"16.8";"39";"-8.0";"78";"-11.2";"---";"---";"---";"---";"0.0";"0.0"
"9922";"28.01.2017 15:40";"1009.4";"16.6";"40";"-8.0";"78";"-11.2";"---";"---";"---";"---";"0.0";"0.0"
"9923";"28.01.2017 15:50";"1009.6";"16.2";"40";"-8.1";"78";"-11.3";"---";"---";"---";"---";"0.0";"0.0"
"9924";"28.01.2017 16:00";"1009.4";"15.8";"41";"-8.2";"78";"-11.4";"---";"---";"---";"---";"0.0";"0.0"
"9925";"28.01.2017 16:10";"1009.3";"15.7";"42";"-8.3";"78";"-11.5";"---";"---";"---";"---";"0.0";"0.0"
"9926";"28.01.2017 16:20";"1009.4";"16.5";"41";"-8.3";"78";"-11.5";"---";"---";"---";"---";"0.0";"0.0"
"9927";"28.01.2017 16:30";"1009.4";"16.9";"39";"-8.4";"78";"-11.6";"---";"---";"---";"---";"0.0";"0.0"
"9928";"28.01.2017 16:40";"1009.6";"17.0";"39";"-8.4";"78";"-11.6";"---";"---";"---";"---";"0.0";"0.0"
"9929";"28.01.2017 16:50";"1009.7";"16.6";"40";"-8.5";"78";"-11.7";"---";"---";"---";"---";"0.0";"0.0"
"9930";"28.01.2017 17:00";"1009.7";"16.3";"40";"-8.5";"79";"-11.5";"---";"---";"---";"---";"0.0";"0.0"
"9931";"28.01.2017 17:10";"1009.6";"15.9";"41";"-8.6";"79";"-11.6";"---";"---";"---";"---";"0.0";"0.0"
"9932";"28.01.2017 17:20";"1009.7";"15.6";"42";"-8.6";"79";"-11.6";"---";"---";"---";"---";"0.0";"0.0"
"9933";"28.01.2017 17:30";"1009.8";"16.0";"42";"-8.8";"79";"-11.8";"---";"---";"---";"---";"0.0";"0.0"
"9934";"28.01.2017 17:40";"1009.8";"16.7";"40";"-8.8";"79";"-11.8";"---";"---";"---";"---";"0.0";"0.0"
"9935";"28.01.2017 17:50";"1009.8";"16.8";"40";"-8.8";"79";"-11.8";"---";"---";"---";"---";"0.0";"0.0"
"9936";"28.01.2017 18:00";"1009.8";"16.6";"40";"-8.8";"79";"-11.8";"---";"---";"---";"---";"0.0";"0.0"
"9937";"28.01.2017 18:10";"1009.7";"16.3";"41";"-8.9";"79";"-11.9";"---";"---";"---";"---";"0.0";"0.0"
"9938";"28.01.2017 18:20";"1009.5";"15.9";"41";"-8.9";"79";"-11.9";"---";"---";"---";"---";"0.0";"0.0"
"9939";"28.01.2017 18:30";"1009.6";"15.5";"41";"-9.0";"79";"-12.0";"---";"---";"---";"---";"0.0";"0.0"
